Order ID,Order Date,Year-Month,CustomerName,Segment,Category,Sub-Category,Product,Quantity,Price,Amount,Discount,Profit,PaymentMode,Ship Mode,City,State,Postal Code,Region,Country
B-32845,2024-03-16,2024-03,Linda Robinson,Home Office,Office Supplies,Storage,Storage Box,5,16.91,84.55,0.0,22.8285,COD,First Class,Maple Grove,Minnesota,55369.0,Central,United States
B-32846,2023-02-25,2023-02,Karen Robinson,Home Office,Office Supplies,Paper,Paper Pack,3,5.98,17.94,0.0,8.7906,Debit Card,First Class,Maple Grove,Minnesota,55369.0,Central,United States
B-32847,2024-09-16,2024-09,Mark Jones,Consumer,Office Supplies,Binders,Binder,3,42.8,128.4,0.0,62.916,UPI,Standard Class,Newark,Delaware,19711.0,East,United States
B-32848,2024-07-04,2024-07,Linda Walker,Corporate,Office Supplies,Binders,Binder,1,6.23,1.869,0.7,-1.3083,Debit Card,Standard Class,Miami,Florida,33180.0,South,United States
B-32849,2023-08-02,2023-08,Mark Williams,Corporate,Technology,Phones,Smartphone,1,128.99,103.192,0.2,11.6091,Debit Card,Standard Class,San Diego,California,92105.0,West,United States
B-32850,2024-06-22,2024-06,Michael Jones,Corporate,Technology,Accessories,Accessory,2,18.0,36.0,0.0,6.48,Credit Card,Standard Class,San Diego,California,92105.0,West,United States
B-32851,2023-05-11,2023-05,William White,Corporate,Technology,Accessories,Accessory,4,59.99,239.96,0.0,115.1808,Credit Card,Standard Class,San Diego,California,92105.0,West,United States
B-32852,2023-06-27,2023-06,Susan Clark,Corporate,Office Supplies,Storage,Storage Box,2,20.34,40.68,0.0,0.4068,UPI,Standard Class,San Diego,California,92105.0,West,United States
B-32853,2023-05-01,2023-05,Lisa Lewis,Consumer,Furniture,Chairs,Chair,4,130.98,419.136,0.2,-68.1096,Credit Card,Standard Class,Miami,Florida,33142.0,South,United States
B-32854,2023-01-03,2023-01,Charles Jackson,Consumer,Office Supplies,Envelopes,Envelope,3,9.78,23.472,0.2,7.6284,EMI,Standard Class,Miami,Florida,33178.0,South,United States
B-32855,2024-03-25,2024-03,Richard Clark,Home Office,Office Supplies,Binders,Binder,4,4.49,3.592,0.8,-6.286,UPI,Standard Class,San Antonio,Texas,78207.0,Central,United States
B-32856,2023-04-30,2023-04,Michael Jones,Corporate,Technology,Phones,Smartphone,3,9.99,23.976,0.2,-5.6943,COD,Second Class,Jacksonville,Florida,32216.0,South,United States
B-32857,2024-12-24,2024-12,Sarah Martinez,Corporate,Office Supplies,Labels,Label,3,2.61,6.264,0.2,2.0358,Debit Card,Second Class,Jacksonville,Florida,32216.0,South,United States
B-32858,2024-11-01,2024-11,Mark Wilson,Corporate,Office Supplies,Appliances,Appliance,3,8.67,20.808,0.2,1.8207,COD,Second Class,Jacksonville,Florida,32216.0,South,United States
B-32859,2022-10-07,2022-10,Patricia Martin,Corporate,Furniture,Chairs,Chair,3,90.98,218.352,0.2,-19.1058,UPI,Second Class,Jacksonville,Florida,32216.0,South,United States
B-32860,2022-12-22,2022-12,Lisa Martinez,Consumer,Office Supplies,Storage,Storage Box,2,11.35,18.16,0.2,1.816,Debit Card,First Class,Houston,Texas,77070.0,Central,United States
B-32861,2022-08-06,2022-08,Michael Lee,Home Office,Office Supplies,Supplies,Office Supply,2,3.68,7.36,0.0,0.1472,COD,Same Day,San Francisco,California,94122.0,West,United States
B-32862,2022-11-22,2022-11,Sarah White,Home Office,Office Supplies,Labels,Label,4,10.35,41.4,0.0,19.872,COD,Same Day,San Francisco,California,94122.0,West,United States
B-32863,2024-05-06,2024-05,David Robinson,Home Office,Furniture,Bookcases,Bookcase,4,120.98,411.332,0.15,-4.8392,Credit Card,Same Day,San Francisco,California,94122.0,West,United States
B-32864,2022-09-04,2022-09,John Taylor,Corporate,Office Supplies,Binders,Binder,4,6.38,7.656,0.7,-6.1248,COD,Standard Class,Philadelphia,Pennsylvania,19140.0,East,United States
B-32865,2022-04-20,2022-04,Michael Thompson,Consumer,Technology,Accessories,Accessory,2,39.95,63.92,0.2,19.176,Credit Card,Standard Class,Marion,Ohio,43302.0,East,United States
B-32866,2025-01-26,2025-01,Robert Johnson,Consumer,Office Supplies,Art,Art Supply,2,3.28,6.56,0.0,1.9024,UPI,Second Class,New York City,New York,10024.0,East,United States
B-32867,2020-07-30,2020-07,Patricia Brown,Consumer,Office Supplies,Labels,Label,3,2.61,7.83,0.0,3.6018,EMI,Second Class,New York City,New York,10024.0,East,United States
B-32868,2021-06-10,2021-06,William Lee,Consumer,Technology,Accessories,Accessory,2,20.95,41.9,0.0,8.799,Debit Card,Second Class,New York City,New York,10024.0,East,United States
B-32869,2023-01-10,2023-01,James Jackson,Consumer,Furniture,Chairs,Chair,6,122.99,664.146,0.1,88.5528,Debit Card,Second Class,New York City,New York,10024.0,East,United States
B-32870,2022-11-30,2022-11,Susan Garcia,Consumer,Office Supplies,Paper,Paper Pack,2,4.48,8.96,0.0,4.3904,EMI,Second Class,New York City,New York,10024.0,East,United States
B-32871,2022-10-29,2022-10,Mark White,Corporate,Furniture,Furnishings,Furnishing,1,4.14,3.312,0.2,0.6624,UPI,Standard Class,Philadelphia,Pennsylvania,19140.0,East,United States
B-32872,2023-11-26,2023-11,Richard Anderson,Corporate,Office Supplies,Appliances,Appliance,3,8.39,20.136,0.2,1.2585,Credit Card,Standard Class,Philadelphia,Pennsylvania,19140.0,East,United States
B-32873,2020-08-25,2020-08,Jennifer White,Corporate,Office Supplies,Envelopes,Envelope,3,3.69,8.856,0.2,2.8782,Credit Card,Standard Class,Philadelphia,Pennsylvania,19140.0,East,United States
B-32874,2020-12-10,2020-12,Joseph Davis,Corporate,Technology,Phones,Smartphone,4,358.0,859.2,0.4,-186.16,Debit Card,Standard Class,Philadelphia,Pennsylvania,19140.0,East,United States
B-32875,2024-08-25,2024-08,Susan Williams,Consumer,Office Supplies,Paper,Paper Pack,2,30.98,61.96,0.0,27.882,UPI,Same Day,Los Angeles,California,90036.0,West,United States
B-32876,2021-06-01,2021-06,Robert Martin,Consumer,Office Supplies,Envelopes,Envelope,4,4.48,17.92,0.0,8.6016,EMI,Standard Class,Smyrna,Georgia,30080.0,South,United States
B-32877,2023-08-16,2023-08,Jennifer Wilson,Consumer,Furniture,Furnishings,Furnishing,5,29.18,145.9,0.0,62.737,UPI,Standard Class,San Francisco,California,94122.0,West,United States
B-32878,2023-03-26,2023-03,David Thomas,Consumer,Office Supplies,Paper,Paper Pack,2,35.44,56.704,0.2,19.1376,UPI,Standard Class,Chicago,Illinois,60653.0,Central,United States
B-32879,2020-09-10,2020-09,Linda Davis,Consumer,Technology,Phones,Smartphone,2,6.95,11.12,0.2,3.475,EMI,Standard Class,Chicago,Illinois,60653.0,Central,United States
B-32880,2023-03-18,2023-03,Sarah Thomas,Consumer,Office Supplies,Paper,Paper Pack,4,10.28,32.896,0.2,11.1024,EMI,Standard Class,Medford,Oregon,97504.0,West,United States
B-32881,2023-06-10,2023-06,Lisa Jackson,Consumer,Office Supplies,Paper,Paper Pack,3,9.49,22.776,0.2,7.6869,UPI,Standard Class,Medford,Oregon,97504.0,West,United States
B-32882,2021-06-22,2021-06,David Jackson,Consumer,Technology,Phones,Smartphone,3,79.99,239.97,0.0,2.3997,UPI,First Class,New York City,New York,10009.0,East,United States
B-32883,2023-09-01,2023-09,Nancy Martin,Consumer,Office Supplies,Appliances,Appliance,2,80.16,160.32,0.0,44.8896,UPI,First Class,New York City,New York,10009.0,East,United States
B-32884,2022-10-12,2022-10,Jessica Wilson,Consumer,Technology,Phones,Smartphone,3,42.95,128.85,0.0,3.8655,UPI,First Class,New York City,New York,10009.0,East,United States
B-32885,2023-10-30,2023-10,Charles Harris,Corporate,Technology,Accessories,Accessory,4,329.99,1319.96,0.0,527.984,Debit Card,Second Class,Huntsville,Alabama,35810.0,South,United States
B-32886,2023-10-15,2023-10,Charles Anderson,Corporate,Furniture,Chairs,Chair,10,34.28,239.96,0.3,-10.284,EMI,Standard Class,Philadelphia,Pennsylvania,19134.0,East,United States
B-32887,2024-09-15,2024-09,Thomas White,Corporate,Furniture,Furnishings,Furnishing,2,34.23,54.768,0.2,6.846,COD,Standard Class,Philadelphia,Pennsylvania,19134.0,East,United States
B-32888,2021-02-14,2021-02,Jennifer Garcia,Corporate,Office Supplies,Art,Art Supply,3,5.58,13.392,0.2,3.1806,EMI,Standard Class,Philadelphia,Pennsylvania,19134.0,East,United States
B-32889,2020-06-15,2020-06,William Robinson,Corporate,Office Supplies,Paper,Paper Pack,5,5.98,23.92,0.2,8.671,UPI,Standard Class,Philadelphia,Pennsylvania,19134.0,East,United States
B-32890,2021-10-11,2021-10,Barbara Walker,Corporate,Technology,Accessories,Accessory,4,79.99,255.968,0.2,-28.7964,UPI,Standard Class,Philadelphia,Pennsylvania,19134.0,East,United States
B-32891,2023-01-23,2023-01,Susan Brown,Consumer,Office Supplies,Binders,Binder,6,4.49,21.552,0.2,7.0044,Debit Card,First Class,Santa Clara,California,95051.0,West,United States
B-32892,2022-11-22,2022-11,James Anderson,Consumer,Office Supplies,Appliances,Appliance,4,14.56,58.24,0.0,15.7248,COD,First Class,Santa Clara,California,95051.0,West,United States
B-32893,2021-06-25,2021-06,Jessica Lewis,Home Office,Office Supplies,Paper,Paper Pack,12,6.69,80.28,0.0,36.9288,Credit Card,First Class,Long Beach,California,90805.0,West,United States
B-32894,2020-06-09,2020-06,Robert Taylor,Corporate,Office Supplies,Art,Art Supply,2,4.89,9.78,0.0,4.0098,Debit Card,Standard Class,Los Angeles,California,90008.0,West,United States
B-32895,2021-10-06,2021-10,James White,Home Office,Office Supplies,Fasteners,Fastener,1,1.81,1.81,0.0,0.6516,Credit Card,Standard Class,Santa Barbara,California,93101.0,West,United States
B-32896,2022-03-31,2022-03,Thomas Jones,Home Office,Office Supplies,Paper,Paper Pack,2,18.97,37.94,0.0,18.2112,Credit Card,First Class,New York City,New York,10009.0,East,United States
B-32897,2020-11-16,2020-11,Thomas White,Corporate,Technology,Phones,Smartphone,5,19.99,79.96,0.2,27.986,UPI,Standard Class,Jacksonville,Florida,32216.0,South,United States
B-32898,2023-07-07,2023-07,David Jackson,Corporate,Office Supplies,Paper,Paper Pack,3,48.04,115.296,0.2,40.3536,COD,Standard Class,Cedar Hill,Texas,75104.0,Central,United States
B-32899,2021-08-21,2021-08,Karen Taylor,Consumer,Technology,Phones,Smartphone,4,619.99,2479.96,0.0,743.988,Credit Card,Standard Class,Omaha,Nebraska,68104.0,Central,United States
B-32900,2022-01-04,2022-01,Patricia Jones,Consumer,Technology,Accessories,Accessory,6,29.99,179.94,0.0,75.5748,Credit Card,First Class,Little Rock,Arkansas,72209.0,South,United States
B-32901,2022-02-19,2022-02,Lisa Johnson,Consumer,Technology,Accessories,Accessory,3,8.95,26.85,0.0,5.1015,UPI,First Class,Little Rock,Arkansas,72209.0,South,United States
B-32902,2024-05-14,2024-05,Jessica Jones,Consumer,Technology,Accessories,Accessory,3,107.79,323.37,0.0,129.348,UPI,First Class,Little Rock,Arkansas,72209.0,South,United States
B-32903,2023-01-12,2023-01,Joseph White,Consumer,Office Supplies,Paper,Paper Pack,3,19.98,59.94,0.0,28.1718,UPI,First Class,Little Rock,Arkansas,72209.0,South,United States
B-32904,2022-07-09,2022-07,Mark Martin,Consumer,Office Supplies,Binders,Binder,3,21.38,64.14,0.0,30.7872,Credit Card,First Class,Little Rock,Arkansas,72209.0,South,United States
B-32905,2023-01-30,2023-01,Jennifer Clark,Consumer,Office Supplies,Binders,Binder,3,3.89,11.67,0.0,5.6016,COD,First Class,Little Rock,Arkansas,72209.0,South,United States
B-32906,2024-10-02,2024-10,Linda Hall,Consumer,Office Supplies,Paper,Paper Pack,2,6.48,12.96,0.0,6.2208,COD,First Class,Little Rock,Arkansas,72209.0,South,United States
B-32907,2024-11-13,2024-11,David Walker,Consumer,Office Supplies,Binders,Binder,3,5.81,17.43,0.0,8.0178,COD,Standard Class,Norfolk,Nebraska,68701.0,Central,United States
B-32908,2020-09-11,2020-09,James Clark,Consumer,Furniture,Chairs,Chair,2,129.99,181.986,0.3,-54.5958,EMI,Standard Class,Chicago,Illinois,60653.0,Central,United States
B-32909,2023-11-03,2023-11,Joseph Robinson,Consumer,Office Supplies,Binders,Binder,2,3.98,1.592,0.8,-2.6268,COD,Standard Class,Chicago,Illinois,60653.0,Central,United States
B-32910,2024-05-08,2024-05,Michael Wilson,Consumer,Office Supplies,Supplies,Office Supply,3,9.31,22.344,0.2,2.5137,Debit Card,Standard Class,Chicago,Illinois,60653.0,Central,United States
B-32911,2024-08-26,2024-08,Lisa Wilson,Corporate,Furniture,Tables,Table,6,151.99,455.97,0.5,-218.8656,Credit Card,Standard Class,Tucson,Arizona,85705.0,West,United States
B-32912,2022-10-12,2022-10,Robert Williams,Corporate,Office Supplies,Binders,Binder,6,5.8,10.44,0.7,-7.656,UPI,Standard Class,Tucson,Arizona,85705.0,West,United States
B-32913,2024-11-12,2024-11,Robert Robinson,Corporate,Office Supplies,Binders,Binder,2,8.69,5.214,0.7,-4.1712,EMI,Standard Class,Tucson,Arizona,85705.0,West,United States
B-32914,2024-04-13,2024-04,Patricia Anderson,Home Office,Office Supplies,Storage,Storage Box,5,13.48,67.4,0.0,17.524,UPI,Standard Class,Concord,New Hampshire,3301.0,East,United States
B-32915,2021-06-22,2021-06,Jessica Lee,Consumer,Furniture,Furnishings,Furnishing,2,12.58,25.16,0.0,10.5672,Debit Card,First Class,Draper,Utah,84020.0,West,United States
B-32916,2021-10-17,2021-10,Susan Smith,Consumer,Technology,Phones,Smartphone,4,39.55,126.56,0.2,47.46,EMI,First Class,Draper,Utah,84020.0,West,United States
B-32917,2020-11-09,2020-11,Jennifer Jones,Consumer,Office Supplies,Appliances,Appliance,3,14.56,43.68,0.0,11.7936,EMI,First Class,San Francisco,California,94109.0,West,United States
B-32918,2023-03-29,2023-03,Michael Anderson,Consumer,Technology,Accessories,Accessory,7,19.99,139.93,0.0,34.9825,UPI,First Class,San Francisco,California,94109.0,West,United States
B-32919,2023-05-03,2023-05,Sarah Harris,Corporate,Office Supplies,Art,Art Supply,1,3.34,2.672,0.2,0.334,Credit Card,Standard Class,Houston,Texas,77036.0,Central,United States
B-32920,2024-01-25,2024-01,Karen Walker,Corporate,Office Supplies,Supplies,Office Supply,6,3.47,16.656,0.2,-3.123,COD,Standard Class,Houston,Texas,77036.0,Central,United States
B-32921,2020-05-23,2020-05,Mark Lee,Corporate,Technology,Accessories,Accessory,3,33.13,79.512,0.2,20.8719,UPI,Standard Class,Houston,Texas,77036.0,Central,United States
B-32922,2023-01-07,2023-01,Betty Walker,Corporate,Office Supplies,Paper,Paper Pack,7,6.48,36.288,0.2,12.7008,UPI,Standard Class,Houston,Texas,77036.0,Central,United States
B-32923,2023-06-20,2023-06,James Anderson,Corporate,Furniture,Bookcases,Bookcase,1,99.99,67.9932,0.32,-12.9987,Debit Card,Standard Class,Houston,Texas,77036.0,Central,United States
B-32924,2023-11-28,2023-11,Susan Martin,Corporate,Furniture,Furnishings,Furnishing,2,5.08,10.16,0.0,3.4544,COD,Second Class,Montgomery,Alabama,36116.0,South,United States
B-32925,2022-06-24,2022-06,Betty Robinson,Corporate,Furniture,Furnishings,Furnishing,2,3.08,6.16,0.0,1.9712,Credit Card,Standard Class,Jackson,Mississippi,39212.0,South,United States
B-32926,2024-08-03,2024-08,Joseph Jones,Corporate,Office Supplies,Art,Art Supply,2,28.15,56.3,0.0,15.764,EMI,Standard Class,Jackson,Mississippi,39212.0,South,United States
B-32927,2021-12-20,2021-12,Susan Brown,Consumer,Office Supplies,Paper,Paper Pack,1,6.48,6.48,0.0,3.1104,EMI,Standard Class,North Las Vegas,Nevada,89031.0,West,United States
B-32928,2024-04-20,2024-04,Charles Anderson,Consumer,Office Supplies,Storage,Storage Box,5,265.17,1325.85,0.0,238.653,Debit Card,Standard Class,North Las Vegas,Nevada,89031.0,West,United States
B-32929,2024-01-08,2024-01,Mark Lewis,Consumer,Office Supplies,Labels,Label,3,4.98,14.94,0.0,6.8724,COD,Standard Class,North Las Vegas,Nevada,89031.0,West,United States
B-32930,2020-06-12,2020-06,Mary Harris,Corporate,Office Supplies,Binders,Binder,1,34.54,34.54,0.0,17.27,Credit Card,Second Class,Atlanta,Georgia,30318.0,South,United States
B-32931,2021-08-11,2021-08,James Miller,Corporate,Technology,Copiers,Copier,5,599.99,2999.95,0.0,1439.976,EMI,Second Class,Atlanta,Georgia,30318.0,South,United States
B-32932,2023-09-25,2023-09,Linda Lewis,Corporate,Office Supplies,Binders,Binder,4,16.03,64.12,0.0,30.7776,Debit Card,Second Class,Atlanta,Georgia,30318.0,South,United States
B-32933,2023-10-10,2023-10,Nancy Thompson,Home Office,Office Supplies,Art,Art Supply,4,6.08,19.456,0.2,2.1888,Debit Card,Same Day,Chicago,Illinois,60610.0,Central,United States
B-32934,2024-09-05,2024-09,Robert Williams,Home Office,Technology,Machines,Machine,2,149.99,209.986,0.3,8.9994,COD,Same Day,Chicago,Illinois,60610.0,Central,United States
B-32935,2020-10-27,2020-10,Barbara Harris,Home Office,Office Supplies,Art,Art Supply,5,7.44,29.76,0.2,1.86,COD,Same Day,Chicago,Illinois,60610.0,Central,United States
B-32936,2022-03-04,2022-03,Karen Lee,Home Office,Furniture,Chairs,Chair,1,128.24,89.768,0.3,-2.5648,EMI,Same Day,Chicago,Illinois,60610.0,Central,United States
B-32937,2025-02-18,2025-02,Robert Davis,Home Office,Technology,Copiers,Copier,2,599.99,959.984,0.2,335.9944,EMI,Same Day,Chicago,Illinois,60610.0,Central,United States
B-32938,2022-12-09,2022-12,Michael Harris,Home Office,Office Supplies,Paper,Paper Pack,3,6.48,15.552,0.2,5.6376,Credit Card,Same Day,Chicago,Illinois,60610.0,Central,United States
B-32939,2024-09-25,2024-09,Daniel Hall,Home Office,Technology,Phones,Smartphone,1,42.95,34.36,0.2,-7.3015,Debit Card,Same Day,Chicago,Illinois,60610.0,Central,United States
B-32940,2022-01-04,2022-01,Robert Walker,Corporate,Office Supplies,Paper,Paper Pack,3,40.99,98.376,0.2,35.6613,Credit Card,Standard Class,Columbus,Ohio,43229.0,East,United States
B-32941,2023-01-30,2023-01,Mary Robinson,Corporate,Office Supplies,Binders,Binder,4,24.95,29.94,0.7,-23.952,Debit Card,Standard Class,Columbus,Ohio,43229.0,East,United States
B-32942,2022-01-29,2022-01,Mark Walker,Corporate,Office Supplies,Paper,Paper Pack,3,7.28,17.472,0.2,5.6784,COD,Standard Class,Columbus,Ohio,43229.0,East,United States
B-32943,2023-09-12,2023-09,William Taylor,Corporate,Technology,Phones,Smartphone,1,61.23,36.738,0.4,-9.1845,UPI,Standard Class,Columbus,Ohio,43229.0,East,United States
B-32944,2021-04-20,2021-04,John Walker,Corporate,Technology,Phones,Smartphone,2,149.95,179.94,0.4,-44.985,Credit Card,Standard Class,Columbus,Ohio,43229.0,East,United States
B-32945,2023-05-30,2023-05,Richard Martin,Consumer,Furniture,Furnishings,Furnishing,6,63.94,383.64,0.0,122.7648,EMI,Standard Class,Pasadena,California,91104.0,West,United States
B-32946,2020-10-25,2020-10,Richard Hall,Consumer,Office Supplies,Appliances,Appliance,3,18.84,56.52,0.0,15.8256,Credit Card,Standard Class,Pasadena,California,91104.0,West,United States
B-32947,2024-07-10,2024-07,Joseph Smith,Consumer,Office Supplies,Art,Art Supply,2,3.28,6.56,0.0,1.9024,COD,Second Class,Los Angeles,California,90004.0,West,United States
B-32948,2023-03-31,2023-03,Richard Miller,Consumer,Furniture,Chairs,Chair,5,60.98,243.92,0.2,-15.245,Credit Card,Second Class,Los Angeles,California,90004.0,West,United States
B-32949,2023-10-18,2023-10,Jessica Lewis,Consumer,Office Supplies,Paper,Paper Pack,9,5.28,47.52,0.0,22.8096,UPI,Second Class,Los Angeles,California,90004.0,West,United States
B-32950,2022-01-17,2022-01,Linda Lee,Home Office,Furniture,Furnishings,Furnishing,1,19.98,19.98,0.0,8.5914,UPI,Standard Class,Clinton,Maryland,20735.0,East,United States
B-32951,2021-07-23,2021-07,Robert Thompson,Home Office,Office Supplies,Art,Art Supply,5,1.6,8.0,0.0,3.44,UPI,Standard Class,New York City,New York,10024.0,East,United States
B-32952,2023-12-07,2023-12,Jessica Miller,Consumer,Furniture,Furnishings,Furnishing,2,3.08,6.16,0.0,1.9712,Credit Card,Second Class,San Diego,California,92037.0,West,United States
B-32953,2022-06-01,2022-06,James Brown,Home Office,Office Supplies,Storage,Storage Box,4,20.89,83.56,0.0,1.6712,UPI,Standard Class,New York City,New York,10011.0,East,United States
B-32954,2024-04-05,2024-04,John Jones,Home Office,Technology,Phones,Smartphone,3,182.02,546.06,0.0,163.818,UPI,Standard Class,New York City,New York,10011.0,East,United States
B-32955,2021-01-03,2021-01,Robert Smith,Home Office,Office Supplies,Storage,Storage Box,3,89.83,269.49,0.0,5.3898,Debit Card,Standard Class,New York City,New York,10011.0,East,United States
B-32956,2020-05-28,2020-05,Mary Hall,Consumer,Office Supplies,Fasteners,Fastener,5,2.18,10.9,0.0,3.597,Credit Card,First Class,Lancaster,California,93534.0,West,United States
B-32957,2022-04-01,2022-04,Lisa Thompson,Home Office,Office Supplies,Binders,Binder,2,3.81,6.096,0.2,2.2098,Debit Card,Standard Class,Great Falls,Montana,59405.0,West,United States
B-32958,2021-10-14,2021-10,Barbara Thompson,Consumer,Office Supplies,Storage,Storage Box,3,11.35,34.05,0.0,9.534,EMI,Second Class,San Francisco,California,94110.0,West,United States
B-32959,2024-11-10,2024-11,William Jones,Consumer,Office Supplies,Storage,Storage Box,2,176.19,352.38,0.0,81.0474,COD,Second Class,San Francisco,California,94110.0,West,United States
B-32960,2021-12-08,2021-12,Richard Wilson,Corporate,Furniture,Chairs,Chair,2,122.99,245.98,0.0,27.0578,UPI,Second Class,Lakewood,New Jersey,8701.0,East,United States
B-32961,2023-08-04,2023-08,Karen Miller,Corporate,Office Supplies,Binders,Binder,1,18.94,18.94,0.0,9.47,UPI,Second Class,Lakewood,New Jersey,8701.0,East,United States
B-32962,2021-04-17,2021-04,Michael Miller,Consumer,Office Supplies,Binders,Binder,7,28.53,59.913,0.7,-45.9333,UPI,Standard Class,Cleveland,Ohio,44105.0,East,United States
B-32963,2024-07-10,2024-07,Jessica Harris,Corporate,Technology,Phones,Smartphone,2,195.99,391.98,0.0,109.7544,UPI,Same Day,Lawrence,Massachusetts,1841.0,East,United States
B-32964,2021-07-17,2021-07,Lisa Robinson,Corporate,Technology,Phones,Smartphone,3,145.95,437.85,0.0,131.355,COD,Same Day,Lawrence,Massachusetts,1841.0,East,United States
B-32965,2023-06-30,2023-06,Richard Smith,Consumer,Office Supplies,Binders,Binder,2,34.31,68.62,0.0,32.2514,EMI,Standard Class,Concord,New Hampshire,3301.0,East,United States
B-32966,2021-03-31,2021-03,Charles Garcia,Consumer,Office Supplies,Supplies,Office Supply,3,8.34,25.02,0.0,6.5052,Debit Card,Standard Class,Baltimore,Maryland,21215.0,East,United States
B-32967,2022-09-25,2022-09,Mark Martinez,Consumer,Office Supplies,Art,Art Supply,3,3.57,10.71,0.0,2.7846,Debit Card,Standard Class,Baltimore,Maryland,21215.0,East,United States
B-32968,2020-09-04,2020-09,Nancy Jackson,Consumer,Office Supplies,Art,Art Supply,2,34.99,55.984,0.2,4.1988,Debit Card,Same Day,Columbus,Ohio,43229.0,East,United States
B-32969,2024-01-01,2024-01,Sarah Hall,Consumer,Office Supplies,Envelopes,Envelope,5,3.62,14.48,0.2,4.887,UPI,Same Day,Columbus,Ohio,43229.0,East,United States
B-32970,2023-05-20,2023-05,Betty Lewis,Consumer,Technology,Accessories,Accessory,3,59.37,142.488,0.2,-3.5622,Debit Card,Same Day,Columbus,Ohio,43229.0,East,United States
B-32971,2021-12-29,2021-12,John Walker,Corporate,Office Supplies,Storage,Storage Box,1,17.7,14.16,0.2,1.062,UPI,Second Class,Houston,Texas,77041.0,Central,United States
B-32972,2021-08-19,2021-08,Michael Jackson,Corporate,Office Supplies,Paper,Paper Pack,5,19.98,79.92,0.2,27.972,Debit Card,Second Class,Houston,Texas,77041.0,Central,United States
B-32973,2020-05-24,2020-05,James Taylor,Corporate,Office Supplies,Binders,Binder,6,122.99,590.352,0.2,206.6232,COD,Standard Class,New York City,New York,10011.0,East,United States
B-32974,2022-07-10,2022-07,Daniel Lee,Corporate,Furniture,Furnishings,Furnishing,2,10.68,17.088,0.2,1.068,Debit Card,Standard Class,Greensboro,North Carolina,27405.0,South,United States
B-32975,2021-07-01,2021-07,William Clark,Corporate,Furniture,Chairs,Chair,1,122.99,98.392,0.2,-11.0691,UPI,Standard Class,Greensboro,North Carolina,27405.0,South,United States
B-32976,2023-02-12,2023-02,Barbara White,Consumer,Office Supplies,Art,Art Supply,5,2.21,11.05,0.0,2.9835,Debit Card,Standard Class,New York City,New York,10024.0,East,United States
B-32977,2021-12-25,2021-12,Nancy Jones,Consumer,Office Supplies,Appliances,Appliance,2,3.89,7.78,0.0,2.0228,COD,Standard Class,San Francisco,California,94109.0,West,United States
B-32978,2024-12-21,2024-12,James Martinez,Consumer,Technology,Accessories,Accessory,2,329.95,659.9,0.0,217.767,UPI,Standard Class,Monroe,Louisiana,71203.0,South,United States
B-32979,2022-07-31,2022-07,Susan White,Consumer,Technology,Accessories,Accessory,3,22.1,53.04,0.2,-4.641,UPI,First Class,Cincinnati,Ohio,45231.0,East,United States
B-32980,2022-10-12,2022-10,William Robinson,Corporate,Technology,Accessories,Accessory,2,421.95,843.9,0.0,371.316,Credit Card,Standard Class,Seattle,Washington,98105.0,West,United States
B-32981,2020-04-08,2020-04,Mark Johnson,Corporate,Technology,Accessories,Accessory,9,166.24,1496.16,0.0,224.424,COD,Standard Class,Seattle,Washington,98105.0,West,United States
B-32982,2021-01-03,2021-01,Patricia Miller,Consumer,Office Supplies,Storage,Storage Box,2,58.98,117.96,0.0,5.898,Credit Card,Standard Class,New York City,New York,10011.0,East,United States
B-32983,2020-07-11,2020-07,Robert Wilson,Corporate,Office Supplies,Art,Art Supply,5,4.26,21.3,0.0,8.733,Credit Card,Standard Class,New York City,New York,10035.0,East,United States
B-32984,2024-05-13,2024-05,Nancy Thomas,Corporate,Office Supplies,Appliances,Appliance,5,208.16,1040.8,0.0,281.016,EMI,Standard Class,New York City,New York,10035.0,East,United States
B-32985,2022-11-05,2022-11,John Robinson,Corporate,Office Supplies,Art,Art Supply,6,4.89,29.34,0.0,7.9218,UPI,Standard Class,New York City,New York,10035.0,East,United States
B-32986,2023-10-13,2023-10,Michael Thomas,Corporate,Furniture,Furnishings,Furnishing,2,12.2,19.52,0.2,5.368,UPI,Standard Class,Memphis,Tennessee,38109.0,South,United States
B-32987,2020-08-21,2020-08,Mary Lewis,Consumer,Office Supplies,Storage,Storage Box,4,110.98,443.92,0.0,8.8784,Credit Card,First Class,San Diego,California,92105.0,West,United States
B-32988,2024-07-11,2024-07,James Williams,Corporate,Technology,Accessories,Accessory,5,99.99,499.95,0.0,174.9825,COD,Standard Class,La Crosse,Wisconsin,54601.0,Central,United States
B-32989,2022-03-19,2022-03,Patricia Taylor,Corporate,Office Supplies,Art,Art Supply,1,3.04,3.04,0.0,1.0336,COD,Standard Class,La Crosse,Wisconsin,54601.0,Central,United States
B-32990,2021-04-29,2021-04,Barbara Jackson,Corporate,Furniture,Chairs,Chair,2,100.98,201.96,0.0,50.49,Credit Card,Standard Class,La Crosse,Wisconsin,54601.0,Central,United States
B-32991,2022-10-17,2022-10,Patricia Martin,Corporate,Furniture,Furnishings,Furnishing,11,6.24,68.64,0.0,17.16,EMI,Standard Class,La Crosse,Wisconsin,54601.0,Central,United States
